अँग्रेज़	̃grēz
सब़क	सबक़	sbq
सबका	sbā
सबकी	sbī
सबकुछ	sbuch
सबके	sbē
सबको	sbō
सब्ज़	sbz
सब्ज़ियाँ	sbziyā̃
सब्जियों	sbjiyō̃
सब्जी	sbjī
सब्ज़ी	sbzī
सबने	sbē
सब्र	sbr
सबसे	sbsē
सबीत	sbīt
सबीर	sbīr
सबीह	sbīh
सबूत	sbūt
सबूतों	sbūtō̃
सभ्य	sbhy
सभ्यता	sbhytā
सभ्यताओं	sbhytāō̃
सभा	sbhā
सभाएँ	sbhāē̃
सभाओं	sbhāō̃
सभी	sbhī
समक्ष	smṣ
समकालीन	smālī
समग्र	smgr
समझ	smjh
समझकर	smjhr
समझता	smjhtā
समझती	smjhtī
समझते	smjhtē
समझदार	smjhdār
समझदारी	smjhdārī
समझना	smjhā
समझनी	smjhī
समझने	smjhē
समझा	smjhā
समझाते	smjhātē
समझाना	smjhāā
समझाने	smjhāē
समझिए	smjhiē
समझी	smjhī
समझे	smjhē
समझें	smjhē̃
समझेंगे	smjhēgē
समझो	smjhō
समझौता	smjhutā
समझौते	smjhutē
समन्वय	smvy
समन्वयक	smvy
सम्पत्ति	smptti
सम्पन्न	smp
सम्पर्क	smpr
सम्पूर्णक्रांति	smpūrṇrāti
सम्भावना	smbhāvā
सम्मति	smmti
सम्मन	smm
सम्मान	smmā
सम्माननीय	smmāīy
सम्मानित	smmāit
सम्मानों	smmāō̃
सम्मेलन	smmēl
सम्मेलनों	smmēlō̃
समय	smy
समयचक्र	smycr
समयनुसार	smyusār
समयसीमा	smysīmā
समयानुसार	smyāusār
समर	smr
स्मरण	smrṇ
समर्थ	smrth
समर्थक	smrth
समर्थकों	smrthō̃
समर्थन	smrth
समर्पण	smrpṇ
समर्पित	smrpit
समरवीरा	smrvīrā
समर्स	smrs
समरसता	smrstā
सम्राट	smrāṭ
समलैंगिक	smligi
समलैंगिकता	smligitā
समलैंगिकों	smligiō̃
समलैगिक	smligi
समस्तीपुर	smstīpur
समस्या	smsyā
समस्याएँ	smsyāē̃
समस्याएं	smsyāē̃
समस्याओं	smsyāō̃
समा	smā
समांतर	smātr
समाचार	smācār
समाचारपत्रों	smācārptrō̃
समाचारों	smācārō̃
समाज	smāj
समाज़	smāz
समाजवादी	smājvādī
समाजशास्त्र	smājśāstr
समाजशास्त्री	smājśāstrī
समाजिक	smāji
समाधान	smādhā
समान	smā
समानता	smātā
समाप्त	smāpt
समापन	smāp
स्मारक	smār
स्मार्ट	smārṭ
स्मारिका	smāriā
समारोह	smārōh
समालोचक	smālōc
समावेश	smāvēś
समाहोर	smāhōr
समित	smit
समिति	smiti
समितियों	smitiyō̃
स्मिथ	smith
स्मिथसोनियन	smithsōiy
समी	smī
समीकरण	smīrṇ
समीकरणों	smīrṇō̃
समीक्षक	smīṣ
समीक्षकों	smīṣō̃
समीक्षा	smīṣā
समीक्षाएँ	smīṣāē̃
समीक्षाएं	smīṣāē̃
समीना	smīā
समीर	smīr
समुचित	smucit
समुद्र	smudr
समुद्रतट	smudrtṭ
समुद्री	smudrī
समुदाय	smudāy
समुदायों	smudāyō̃
समुहों	smuhō̃
समूचे	smūcē
समूह	smūh
समूहों	smūhō̃
स्मृति	smṛti
स्मृतियाँ	smṛtiyā̃
समृद्ध	smṛddh
समृद्धि	smṛddhi
समेट	smēṭ
समेटने	smēṭē
समेटे	smēṭē
समेत	smēt
समेरिया	smēriyā
समैरिटन्स	smiriṭs
स्याल	syāl
स्यालकोट	syālōṭ
सयाली	syālī
स्याह	syāh
सर	sr
सर्कस	srs
सरकार	srār
सरकारी	srārī
सरकारें	srārē̃
सरकारों	srārō̃
सरखेल	srhēl
सरगर्मियाँ	srgrmiyā̃
सरगर्मी	srgrmī
सर्गेइ	srgēi
सर्गेई	srgēī
सर्च	src
सर्जन	srj
सर्जरी	srjrī
सर्ज़री	srzrī
सर्टिफ़िकेट	srṭifiēṭ
सरण	srṇ
सरताज	srtāj
सर्द	srd
सरदार	srdār
सरदारों	srdārō̃
सर्दी	srdī
सरन	sr
सर्फ़	srf
सरफ़राज	srfrāj
सरफ़राज़	srfrāz
सर्फ़िंग	srfig
सरमाह	srmāh
सरल	srl
सरलता	srltā
सर्वकालिक	srvāli
सर्वदलीय	srvdlīy
सर्वधर्मसमभाव	srvdhrmsmbhāv
सरवन	srv
सरवनन	srv
सर्वमान्य	srvmāy
सर्वर	srvr
सर्वश्री	srvśrī
सर्वश्रेष्ठ	srvśrēṣṭh
सर्वसम्मति	srvsmmti
सर्वाधिक	srvādhi
सर्विस	srvis
सर्वे	srvē
सर्वेक्षण	srvēṣṇ
सर्वेक्षणों	srvēṣṇō̃
सर्वेश्रेष्ठ	srvēśrēṣṭh
सर्वेसर्वा	srvēsrvā
सर्वोच्च	srvōcc
सरसरी	srsrī
सरस्वति	srsvti
सरस्वती	srsvtī
सरसों	srsō̃
सरहदों	srhdō̃
सराबोर	srābōr
सरासर	srāsr
सराहना	srāhā
सराहनीय	srāhīy
सराहा	srāhā
सराही	srāhī
सराहेंगे	srāhēgē
सरिता	sritā
सरीना	srīā
सरे	srē
सरोकार	srōār
स्रोत	srōt
स्रोतों	srōtō̃
सल्फ़्यूरिक	slfyūri
सल्फ़ेट	slfēṭ
सलमान	slmā
सलवादोर	slvādōr
सलवार	slvār
सलवैनो	slviō
स्लाइटेस्ट	slāiṭēsṭ
सलाउद्दीन	slāuddī
सलाख़ों	slā̱ẖō̃
सलाम	slām
सलामत	slāmt
सलामती	slāmtī
सलामी	slāmī
स्लावकॉफ़	slāvôf
सलाह	slāh
सलाहकार	slāhār
स्लिप	slip
सलीके	slīē
सलीना	slīā
सलीम	slīm
सलेटी	slēṭī
सलेह	slēh
स्लैम	slim
स्लोवाकिया	slōvāiyā
स्लोवेनिया	slōvēiyā
स्वंय	svṁy
स्वच्छ	svcch
स्वतंत्र	svttr
स्वतंत्रता	svttrtā
स्वतः	svtḥ
स्वदेश	svdēś
स्वदेस	svdēs
स्वप्न	svp
स्वपनिल	svpil
स्वभाव	svbhāv
स्वभाविक	svbhāvi
स्वयँ	svym̐
स्वयं	svyṁ
स्वयंभू	svymbhū
स्वयंसेवक	svyṁsēv
स्वयंसेवकों	svyṁsēvō̃
स्वयंसेवी	svyṁsēvī
स्वर	svr
स्वर्ग	svrg
स्वर्गीय	svrgīy
स्वर्ण	svrṇ
स्वरलहरियाँ	svrlhriyā̃
स्वराज	svrāj
स्वरूप	svrūp
स्वस्थ	svsth
स्वस्थ्य	svsthy
सवा	svā
स्वांसन	svā̃s
स्वागत	svāgt
स्वागतयोग्य	svāgtyōgy
स्वाद	svād
स्वादिष्ट	svādiṣṭ
स्वाधीन	svādhī
सवाब	svāb
स्वाभाविक	svābhāvi
स्वाभिक	svābhi
स्वाभिमान	svābhimā
स्वामित्व	svāmitv
स्वामी	svāmī
स्वायत्त	svāytt
स्वायत्तता	svāytttā
सवार	svār
स्वार्थ	svārth
स्वार्थी	svārthī
सवारी	svārī
सवाल	svāl
सवालिया	svāliyā
सवालों	svālō̃
स्वास्थ	svāsth
स्वास्थ्य	svāsthy
स्वास्थ्यकर्मी	svāsthyrmī
स्विट्ज़रलैंड	sviṭzrliṇḍ
स्विटज़रलैंड	sviṭzrliṇḍ
स्विमिंग	svimig
स्वीकार	svīār
स्वीकार्य	svīāry
स्वीकारोक्ति	svīārōti
स्वीकृत	svīṛt
स्वीकृति	svīṛti
स्वीडन	svīḍ
स्वीडिश	svīḍiś
स्वीडेन	svīḍē
स्वीनी	svīī
स्वेतलाना	svētlāā
स्वेन	svē
स्वैंक	svi
स्वैच्छिक	svicchi
सशक्त	sśt
सशस्त्र	sśstr
सस्ता	sstā
सस्ती	sstī
सस्ते	sstē
सस्पेंस	sspē̃s
ससीनथिरियन	ssīthiriy
ससुराल	ssurāl
सह	sh
सहकर्मी	shrmī
सहकारी	shārī
सहगल	shgl
सहज	shj
सहजता	shjtā
सहन	sh
सहनशक्ति	shśti
सहनशीलता	shśīltā
सहनी	shī
सहने	shē
सहमत	shmt
सहमति	shmti
सहयोग	shyōg
सहयोगपूर्ण	shyōgpūrṇ
सहयोगियों	shyōgiyō̃
सहयोगी	shyōgī
सहवाग	shvāg
सहसा	shsā
सहा	shā
सहानुभूति	shāubhūti
सहायक	shāy
सहायता	shāytā
सहायताकर्मियों	shāytārmiyō̃
सहायताकर्मी	shāytārmī
सहायतार्थ	shāytārth
सहायते	shāytē
सहार	shār
सहारा	shārā
सहारावर्ती	shārāvrtī
सहारे	shārē
सहित	shit
सहिष्णुता	shiṣṇutā
सही	shī
सहे	shē
सहेजकर	shējr
सहेजने	shējē
सहेलियाँ	shēliyā̃
सा	sā
साँची	sā̃cī
साँठगाँठ	sā̃ṭhgā̃ṭh
साँस	sā̃s
सांकेतिक	sāēti
सांगली	sāglī
सांगा	sāgā
सांची	sāñcī
सांचे	sāñcē
सांत्वना	sātvā
सांता	sātā
सांताक्रूज	sātārūj
सांद्रा	sādrā
सांप्रदायिक	sāmprdāyi
सांप्रदायिकता	sāmprdāyitā
सांस	sā̃s
सांस्कृतिक	sā̃sṛti
सांसद	sā̃sd
सांसदों	sā̃sdō̃
सांसाद	sā̃sād
सांसारिक	sā̃sāri
सांसों	sā̃sō̃
साइंटिस्ट	sāiṇṭisṭ
साइंस	sāĩs
साइंसेस	sāĩsēs
साइकिलों	sāiilō̃
साइकॉलॉजी	sāiôlôjī
साइज	sāij
साइज़	sāiz
साइट	sāiṭ
साइटों	sāiṭō̃
साइड	sāiḍ
साइडवेज़	sāiḍvēz
साइन	sāi
साइप्रस	sāiprs
साइबर	sāibr
साइबेरिया	sāibēriyā
साइमन	sāim
साइरस	sāirs
साउंड	sāuṇḍ
साउथ	sāuth
साउथमीड	sāuthmīḍ
साउथॉल	sāuthôl
साए	sāē
साक्षात्कार	sāṣātār
साकार	sāār
साक़िब	sāqib
साकुराइ	sāurāi
साकेत	sāēt
साख	sāh
सागर	sāgr
सागरपुर	sāgrpur
सागू	sāgū
साज़	sāz
साजिद	sājid
साज़िश	sāziś
साजो	sājō
साज़ो	sāzō
साजोसमान	sājōsmā
साझा	sājhā
साझीदारों	sājhīdārō̃
साझेदारी	sājhēdārī
साठ	sāṭh
साठवें	sāṭhvē̃
साठे	sāṭhē
साड़ी	sāṛī
साढे	sāḍhē
साढ़े	sāṛhē
सात	sāt
सातवाँ	sātvā̃
सात्विक	sātvi
सातवीं	sātvī̃
सातवें	sātvē̃
साथ	sāth
साथ्यू	sāthyū
साथिया	sāthiyā
साथियों	sāthiyō̃
साथी	sāthī
साद	sād
